file,expression,valence,arousal
Dataset\images\1645.jpg,3,0.169377,0.58072
Dataset\images\1646.jpg,2,-0.735579,-0.275842
Dataset\images\1647.jpg,1,0.571429,0.015873
Dataset\images\1649.jpg,4,-0.118259,0.725323
Dataset\images\165.jpg,0,0.0172533,0.00431332
Dataset\images\1651.jpg,1,0.492063,0.0238095
Dataset\images\1652.jpg,3,0.626984,0.769841
Dataset\images\1653.jpg,7,-0.534552,0.720483
Dataset\images\1654.jpg,5,-0.314557,0.590399
Dataset\images\1655.jpg,0,-0.327207,-0.132275
Dataset\images\1656.jpg,6,-0.72166,0.431943
Dataset\images\1657.jpg,4,-0.122493,0.727301
Dataset\images\1658.jpg,7,-0.650794,0.619048
Dataset\images\1659.jpg,4,-0.150019,0.774293
Dataset\images\166.jpg,5,-0.833333,0.357143
Dataset\images\1661.jpg,0,-0.0172533,0.0
Dataset\images\1662.jpg,1,0.627775,0.0765579
Dataset\images\1663.jpg,0,-0.174603,0.222222
Dataset\images\1664.jpg,0,0.00793651,0.00793651
Dataset\images\1666.jpg,6,-0.555556,0.468254
Dataset\images\1667.jpg,3,0.50813,0.624274
Dataset\images\1668.jpg,2,-0.705858,-0.226507
Dataset\images\1669.jpg,7,-0.648471,0.638792
Dataset\images\167.jpg,2,-0.36295,-0.208091
Dataset\images\1670.jpg,5,-0.753968,0.349206
Dataset\images\1671.jpg,1,0.542005,0.029036
Dataset\images\1672.jpg,7,-0.111305,0.682346
Dataset\images\1674.jpg,3,0.234962,0.8302
Dataset\images\1675.jpg,2,-0.535714,-0.330688
Dataset\images\1677.jpg,0,0.0,0.0238095
Dataset\images\1678.jpg,7,-0.541463,0.611927
Dataset\images\1679.jpg,2,-0.658149,-0.183895
Dataset\images\168.jpg,7,-0.607121,0.650333
Dataset\images\1680.jpg,7,-0.638792,0.65331
Dataset\images\1683.jpg,7,-0.650794,0.650794
Dataset\images\1685.jpg,2,-0.857143,-0.222222
Dataset\images\1686.jpg,0,0.0,0.0
Dataset\images\1687.jpg,4,-0.0905797,0.668564
Dataset\images\1689.jpg,7,-0.600077,0.633953
Dataset\images\169.jpg,7,-0.469415,0.672667
Dataset\images\1690.jpg,5,-0.460317,0.65873
Dataset\images\1692.jpg,0,0.204224,0.119546
Dataset\images\1693.jpg,1,0.526759,0.136957
Dataset\images\1695.jpg,3,0.430701,0.842044
Dataset\images\1696.jpg,3,0.111111,0.849206
Dataset\images\1698.jpg,6,-0.517809,0.750097
Dataset\images\1699.jpg,4,-0.0387147,0.682346
Dataset\images\17.jpg,4,-0.246032,0.793651
Dataset\images\1700.jpg,1,0.650794,0.031746
Dataset\images\1701.jpg,2,-0.734956,-0.325371
Dataset\images\1702.jpg,5,-0.747998,0.489886
Dataset\images\1704.jpg,4,-0.174603,0.507936
Dataset\images\1705.jpg,5,-0.722222,0.428571
Dataset\images\1706.jpg,1,0.701058,0.0595238
Dataset\images\1709.jpg,3,0.00793651,0.460317
Dataset\images\171.jpg,0,-0.0396825,0.0396825
Dataset\images\1710.jpg,7,-0.532975,0.65252
Dataset\images\1711.jpg,2,-0.603175,-0.309524
Dataset\images\1712.jpg,3,0.14518,0.861401
Dataset\images\1713.jpg,5,-0.766966,0.469993
Dataset\images\1714.jpg,1,0.531746,0.0238095
Dataset\images\1715.jpg,2,-0.708161,-0.271781
Dataset\images\1716.jpg,2,-0.388889,-0.174603
Dataset\images\1718.jpg,2,-0.851763,-0.259016
Dataset\images\1720.jpg,4,-0.111111,0.896825
Dataset\images\1725.jpg,0,-0.0714286,-0.0952381
Dataset\images\1727.jpg,2,-0.886243,-0.291005
Dataset\images\1728.jpg,2,-0.0555556,-0.34127
Dataset\images\1729.jpg,1,0.740741,0.0925926
Dataset\images\173.jpg,0,0.00967867,0.00967867
Dataset\images\1730.jpg,3,0.135501,0.493612
Dataset\images\1731.jpg,3,0.313808,0.677426
Dataset\images\1734.jpg,1,0.711698,0.0905797
Dataset\images\1735.jpg,6,-0.763801,0.458281
Dataset\images\1738.jpg,7,-0.650794,0.650794
Dataset\images\1739.jpg,2,-0.872761,-0.229674
Dataset\images\174.jpg,4,-0.198843,0.562958
Dataset\images\1740.jpg,1,0.813008,0.241967
Dataset\images\1742.jpg,6,-0.307818,0.537754
Dataset\images\1743.jpg,0,0.0558909,0.0782473
Dataset\images\1744.jpg,0,0.00483933,0.00483933
Dataset\images\1745.jpg,3,0.133976,0.800031
Dataset\images\1746.jpg,4,-0.159394,0.866706
Dataset\images\1747.jpg,1,0.542562,0.136957
Dataset\images\175.jpg,4,-0.548942,0.542328
Dataset\images\1750.jpg,1,0.595238,-0.14518
Dataset\images\1751.jpg,2,-0.65457,-0.279436
Dataset\images\1752.jpg,0,0.00793651,0.00793651
Dataset\images\1754.jpg,7,-0.625431,0.672878
Dataset\images\1755.jpg,5,-0.666667,0.420635
Dataset\images\1756.jpg,6,-0.444036,0.727301
Dataset\images\1757.jpg,6,-0.822687,0.193573
Dataset\images\1758.jpg,6,-0.289439,0.51344
Dataset\images\176.jpg,6,-0.5,0.31746
Dataset\images\1760.jpg,0,-0.00431332,0.0172533
Dataset\images\1762.jpg,4,-0.154859,0.754936
Dataset\images\1763.jpg,4,-0.0873016,0.587302
Dataset\images\1764.jpg,2,-0.587302,-0.015873
Dataset\images\1765.jpg,3,0.15873,0.849206
Dataset\images\1766.jpg,5,-0.734127,0.496032
Dataset\images\1767.jpg,3,0.324235,0.764615
Dataset\images\177.jpg,4,-0.138889,0.773809
Dataset\images\1770.jpg,1,0.854037,0.14234
Dataset\images\1771.jpg,6,-0.134921,0.349206
Dataset\images\1772.jpg,4,-0.144451,0.787009
Dataset\images\1774.jpg,3,-0.0338753,0.895277
Dataset\images\1776.jpg,1,0.837205,0.0241967
Dataset\images\1777.jpg,2,-0.846782,-0.219167
Dataset\images\1778.jpg,7,-0.416183,0.469415
Dataset\images\1779.jpg,2,-0.846782,-0.204224
Dataset\images\178.jpg,5,-0.324235,0.300039
Dataset\images\1780.jpg,4,-0.126984,-0.349206
Dataset\images\1782.jpg,6,-0.473202,0.811915
Dataset\images\1783.jpg,6,-0.46324,0.757123
Dataset\images\1785.jpg,5,-0.754936,0.469415
Dataset\images\1786.jpg,0,0.015873,0.0
Dataset\images\1787.jpg,4,-0.0677507,0.900116
Dataset\images\1788.jpg,2,-0.868551,-0.373779
Dataset\images\1789.jpg,2,-0.572823,-0.259016
Dataset\images\179.jpg,2,-0.891612,-0.169356
Dataset\images\1790.jpg,3,0.261905,0.912698
Dataset\images\1791.jpg,3,0.436508,0.873016
Dataset\images\1793.jpg,2,-0.619435,-0.246806
Dataset\images\1794.jpg,4,-0.0629113,0.750097
Dataset\images\1795.jpg,5,-0.742612,0.447864
Dataset\images\1796.jpg,5,-0.793651,0.436508
Dataset\images\1797.jpg,7,-0.611111,0.634921
Dataset\images\1798.jpg,4,-0.111111,0.698413
Dataset\images\1799.jpg,5,-0.572552,0.116671
Dataset\images\180.jpg,1,0.788811,0.0532327
Dataset\images\1800.jpg,6,-0.325397,0.230159
Dataset\images\1801.jpg,1,0.849206,0.0793651
Dataset\images\1802.jpg,6,-0.72166,0.463548
Dataset\images\1803.jpg,7,-0.595238,0.677191
Dataset\images\1804.jpg,7,-0.469415,0.50813
Dataset\images\1805.jpg,5,-0.873016,0.380952
Dataset\images\1806.jpg,3,0.43554,0.721061
Dataset\images\1808.jpg,0,0.00793651,0.0
Dataset\images\1809.jpg,4,-0.149432,0.866706
Dataset\images\181.jpg,4,-0.0967867,0.900116
Dataset\images\1812.jpg,1,0.558365,0.142225
Dataset\images\1813.jpg,7,-0.433839,0.513893
Dataset\images\1814.jpg,6,-0.357143,0.571429
Dataset\images\1815.jpg,7,-0.625431,0.677191
Dataset\images\1816.jpg,6,-0.555556,0.293651
Dataset\images\1817.jpg,0,0.00793651,0.00793651
Dataset\images\1818.jpg,5,-0.737463,0.484619
Dataset\images\182.jpg,1,0.849206,0.031746
Dataset\images\1822.jpg,5,-0.774293,0.474255
Dataset\images\1824.jpg,1,0.458281,0.13169
Dataset\images\1826.jpg,4,-0.100084,0.532027
Dataset\images\1827.jpg,3,-0.0421407,0.837547
Dataset\images\183.jpg,5,-0.873016,0.436508
Dataset\images\1830.jpg,7,-0.397546,0.483969
Dataset\images\1831.jpg,1,0.539683,0.111111
Dataset\images\1832.jpg,1,0.388889,0.0873016
Dataset\images\1833.jpg,4,-0.124527,0.841801
Dataset\images\1834.jpg,4,-0.104888,0.72897
Dataset\images\1838.jpg,3,0.412698,0.825397
Dataset\images\1839.jpg,3,0.0629113,0.721061
Dataset\images\184.jpg,0,0.200169,-0.200169
Dataset\images\1840.jpg,4,-0.136957,0.800674
Dataset\images\1841.jpg,4,-0.164204,0.779967
Dataset\images\1843.jpg,0,-0.0330688,0.0
Dataset\images\1844.jpg,2,-0.72166,-0.316056
Dataset\images\1845.jpg,4,-0.140341,0.716221
Dataset\images\1847.jpg,4,-0.0634921,0.595238
Dataset\images\1849.jpg,1,0.849206,-0.0634921
Dataset\images\185.jpg,1,0.505689,0.0948167
Dataset\images\1850.jpg,3,0.363618,0.597729
Dataset\images\1851.jpg,0,-0.231774,0.121155
Dataset\images\1853.jpg,5,-0.711125,0.468816
Dataset\images\1854.jpg,4,-0.188765,0.828048
Dataset\images\1856.jpg,0,-0.0532327,-0.159698
Dataset\images\1858.jpg,7,-0.401665,0.459737
Dataset\images\1859.jpg,3,0.176846,0.616805
Dataset\images\1860.jpg,6,-0.309717,0.643631
Dataset\images\1861.jpg,0,0.198413,-0.00967867
Dataset\images\1862.jpg,3,0.411343,0.875919
Dataset\images\1863.jpg,6,-0.563492,0.388889
Dataset\images\1864.jpg,7,-0.621576,0.668984
Dataset\images\1865.jpg,3,0.0774293,0.430701
Dataset\images\1867.jpg,0,-0.0483933,-0.116144
Dataset\images\1868.jpg,7,-0.544523,0.65663
Dataset\images\1871.jpg,0,-0.031746,-0.0396825
Dataset\images\1873.jpg,7,-0.631603,0.620119
Dataset\images\1874.jpg,3,0.509895,0.767004
Dataset\images\1875.jpg,0,-0.0555556,-0.0555556
Dataset\images\1878.jpg,2,-0.822998,-0.294748
Dataset\images\1879.jpg,1,0.547619,0.00793651
Dataset\images\188.jpg,2,-0.221239,-0.453013
Dataset\images\1880.jpg,6,-0.546845,0.338753
Dataset\images\1881.jpg,2,-0.719645,-0.252641
Dataset\images\1882.jpg,5,-0.722222,0.436508
Dataset\images\1884.jpg,1,0.803329,0.116144
Dataset\images\1885.jpg,2,-0.760582,-0.297619
Dataset\images\1888.jpg,1,0.690476,-0.531746
Dataset\images\1889.jpg,1,0.468254,0.0
Dataset\images\189.jpg,0,0.00431332,0.00431332
Dataset\images\1891.jpg,0,0.00793651,0.031746
Dataset\images\1893.jpg,2,-0.708161,-0.256469
Dataset\images\1894.jpg,0,-0.347661,0.115887
Dataset\images\1896.jpg,2,-0.833981,-0.516377
Dataset\images\1897.jpg,4,-0.043554,0.561363
Dataset\images\1898.jpg,1,0.547619,0.00793651
Dataset\images\19.jpg,2,-0.793651,-0.373016
Dataset\images\1900.jpg,6,-0.263112,0.577985
Dataset\images\1901.jpg,1,0.822687,0.130662
Dataset\images\1902.jpg,3,0.327812,0.569358
Dataset\images\1903.jpg,7,-0.648471,0.648471
Dataset\images\1904.jpg,0,0.121155,-0.39507
Dataset\images\1905.jpg,0,-0.179098,-0.352929
Dataset\images\1907.jpg,3,0.222222,0.587302
Dataset\images\1908.jpg,7,-0.648471,0.648471
Dataset\images\1909.jpg,0,-0.0677507,0.0532327
Dataset\images\1912.jpg,3,0.357702,0.620389
Dataset\images\1914.jpg,2,-0.634921,-0.380952
Dataset\images\1915.jpg,5,-0.746032,0.396825
Dataset\images\1916.jpg,2,-0.696864,-0.266163
Dataset\images\1917.jpg,6,-0.779604,0.484619
Dataset\images\1918.jpg,0,0.0038279,0.0038279
Dataset\images\1919.jpg,2,-0.230159,-0.309524
Dataset\images\1920.jpg,3,0.333914,0.687185
Dataset\images\1921.jpg,6,-0.166667,0.357143
Dataset\images\1922.jpg,2,-0.515873,-0.214286
Dataset\images\1923.jpg,7,-0.653182,0.663717
Dataset\images\1924.jpg,2,-0.65873,-0.198413
Dataset\images\1926.jpg,5,-0.626984,0.492063
Dataset\images\1927.jpg,6,-0.617924,0.706508
Dataset\images\1929.jpg,0,0.0172533,-0.00431332
Dataset\images\193.jpg,1,0.825531,-0.166113
Dataset\images\1930.jpg,5,-0.206349,0.547619
Dataset\images\1931.jpg,2,-0.119048,-0.349206
Dataset\images\1932.jpg,6,-0.432552,0.738784
Dataset\images\1934.jpg,6,-0.396825,0.301587
Dataset\images\1935.jpg,7,-0.503291,0.532327
Dataset\images\1936.jpg,0,-0.0038279,0.0114837
Dataset\images\1937.jpg,2,-0.662226,-0.260297
Dataset\images\1938.jpg,0,-0.00431332,-0.00431332
Dataset\images\194.jpg,3,-0.116144,0.793651
Dataset\images\1940.jpg,3,0.263403,0.560376
Dataset\images\1942.jpg,4,-0.130662,0.759775
Dataset\images\1943.jpg,4,-0.0677507,0.769454
Dataset\images\1944.jpg,3,0.271003,0.745257
Dataset\images\1947.jpg,4,-0.189281,0.83682
Dataset\images\1949.jpg,0,0.031746,0.0
Dataset\images\195.jpg,2,-0.681391,-0.180138
Dataset\images\1950.jpg,7,-0.531746,0.674603
Dataset\images\1951.jpg,5,-0.464576,0.677507
Dataset\images\1953.jpg,3,0.387147,0.861401
Dataset\images\1956.jpg,4,-0.111111,0.436508
Dataset\images\1957.jpg,5,-0.914634,0.285521
Dataset\images\1958.jpg,0,0.00793651,0.0238095
Dataset\images\1959.jpg,0,-0.314557,-0.150019
Dataset\images\196.jpg,4,-0.058072,0.861401
Dataset\images\1961.jpg,6,-0.566202,0.532327
Dataset\images\1962.jpg,7,-0.29036,0.309717
Dataset\images\1963.jpg,3,0.138277,0.326247
Dataset\images\1964.jpg,4,-0.101547,0.388903
Dataset\images\1965.jpg,2,-0.94367,-0.0919473
Dataset\images\1966.jpg,5,-0.816697,0.22686
Dataset\images\1967.jpg,3,-0.0421407,0.869153
Dataset\images\1969.jpg,5,-0.666667,0.460317
Dataset\images\1971.jpg,3,0.153116,0.845965
Dataset\images\1972.jpg,2,-0.634058,-0.185473
Dataset\images\1976.jpg,2,-0.503291,-0.251645
Dataset\images\1979.jpg,7,-0.648471,0.658149
Dataset\images\198.jpg,4,-0.0793651,0.793651
Dataset\images\1980.jpg,7,-0.430701,0.454897
Dataset\images\1981.jpg,0,-0.116144,0.0967867
Dataset\images\1982.jpg,3,0.604917,0.575881
Dataset\images\1985.jpg,4,-0.172846,0.823179
Dataset\images\1987.jpg,0,-0.0348675,0.0996214
Dataset\images\1988.jpg,7,-0.712272,0.611598
Dataset\images\1989.jpg,1,0.845411,0.271739
Dataset\images\199.jpg,6,-0.306232,0.367478
Dataset\images\1990.jpg,0,-0.047619,-0.0555556
Dataset\images\1991.jpg,4,-0.107181,0.731128
Dataset\images\1992.jpg,1,0.333333,0.0793651
Dataset\images\1993.jpg,0,0.014518,-0.00483933
Dataset\images\1994.jpg,1,0.595238,-0.0919473
Dataset\images\1997.jpg,1,0.500421,0.105352
Dataset\images\1998.jpg,3,0.416183,0.774293
Dataset\images\1999.jpg,3,0.474255,0.779133
Dataset\images\2.jpg,4,-0.0629113,0.532327
Dataset\images\200.jpg,2,-0.7259,-0.343593
Dataset\images\2000.jpg,7,-0.692025,0.396825
Dataset\images\2001.jpg,6,-0.404762,0.634921
Dataset\images\2002.jpg,5,-0.735579,0.421022
Dataset\images\2003.jpg,1,0.634921,0.0952381
Dataset\images\2004.jpg,4,-0.103175,0.801587
Dataset\images\2005.jpg,4,-0.142225,0.763801
Dataset\images\2006.jpg,1,0.46615,0.114745
Dataset\images\2007.jpg,4,-0.229129,0.876669
Dataset\images\2008.jpg,7,-0.445219,0.498451
Dataset\images\2009.jpg,7,-0.43554,0.488773
Dataset\images\2010.jpg,3,-0.15873,0.896825
Dataset\images\2011.jpg,3,-0.111305,0.817847
Dataset\images\2012.jpg,3,0.421022,0.890437
Dataset\images\2013.jpg,3,0.0201349,0.727373
Dataset\images\2014.jpg,6,-0.398101,0.708161
Dataset\images\2015.jpg,1,0.404762,-0.103175
Dataset\images\2016.jpg,5,-0.750097,0.391986
Dataset\images\2018.jpg,5,-0.888889,0.388889
Dataset\images\202.jpg,7,-0.600077,0.658149
Dataset\images\2021.jpg,1,0.587302,0.0238095
Dataset\images\2022.jpg,0,0.0,-0.0241967
Dataset\images\2023.jpg,0,-0.0560732,0.10352
Dataset\images\2024.jpg,5,-0.672878,0.383885
Dataset\images\2026.jpg,3,0.222222,0.68254
Dataset\images\2028.jpg,3,-0.101626,0.842044
Dataset\images\2029.jpg,5,-0.785714,0.420635
Dataset\images\203.jpg,3,-0.0338753,0.774293
Dataset\images\2030.jpg,5,-0.801573,0.373779
Dataset\images\2031.jpg,6,-0.488145,0.816896
Dataset\images\2032.jpg,7,-0.391986,0.450058
Dataset\images\2033.jpg,7,-0.312468,0.351203
Dataset\images\2034.jpg,6,-0.571429,0.15873
Dataset\images\2035.jpg,5,-0.579365,0.507936
Dataset\images\2036.jpg,0,-0.0489753,0.045208
Dataset\images\2038.jpg,5,-0.692025,0.604917
Dataset\images\2039.jpg,2,-0.206349,-0.31746
Dataset\images\204.jpg,4,-0.0873016,0.809524
Dataset\images\2040.jpg,5,-0.595238,0.698413
Dataset\images\2041.jpg,2,-0.7259,-0.21777
Dataset\images\2042.jpg,0,-0.273915,-0.147493
Dataset\images\2043.jpg,5,-0.821018,0.235503
Dataset\images\2045.jpg,2,-0.87108,-0.36295
Dataset\images\2046.jpg,2,-0.745257,-0.300039
Dataset\images\2047.jpg,6,-0.214286,0.34127
Dataset\images\2049.jpg,1,0.55788,0.219167
Dataset\images\205.jpg,4,-0.0626566,0.849105
Dataset\images\2050.jpg,5,-0.750097,0.396825
Dataset\images\2052.jpg,5,-0.690476,0.460317
Dataset\images\2054.jpg,0,-0.164537,-0.261324
Dataset\images\2056.jpg,3,0.420635,0.523809
Dataset\images\2058.jpg,6,-0.250173,0.500345
Dataset\images\2059.jpg,2,-0.134921,-0.611111
Dataset\images\206.jpg,5,-0.159698,0.372629
Dataset\images\2060.jpg,0,-0.0238095,0.0634921
Dataset\images\2061.jpg,1,0.742612,0.149288
Dataset\images\2062.jpg,0,-0.00498107,0.0597729
Dataset\images\2063.jpg,4,-0.058072,0.769454
Dataset\images\2064.jpg,1,0.745257,-0.222609
Dataset\images\2065.jpg,1,0.677191,0.125086
Dataset\images\2066.jpg,3,0.308826,0.542937
Dataset\images\2067.jpg,2,-0.65873,-0.301587
Dataset\images\207.jpg,6,-0.168219,0.483092
Dataset\images\2073.jpg,4,-0.0701809,0.88116
Dataset\images\2074.jpg,5,-0.865079,0.412698
Dataset\images\2076.jpg,7,-0.387147,0.391986
Dataset\images\2077.jpg,6,-0.614595,0.416183
Dataset\images\2078.jpg,3,-0.014518,0.87108
Dataset\images\208.jpg,4,-0.904956,-0.00483933
Dataset\images\2080.jpg,1,0.668564,0.0776398
Dataset\images\2082.jpg,4,-0.120983,0.803329
Dataset\images\2084.jpg,5,-0.733264,0.422705
Dataset\images\2085.jpg,2,-0.47619,-0.285714
Dataset\images\2086.jpg,3,-0.140341,0.721061
Dataset\images\2087.jpg,0,0.174216,-0.0387147
Dataset\images\2088.jpg,6,-0.269841,0.412698
Dataset\images\2089.jpg,2,-0.309717,-0.314557
Dataset\images\209.jpg,7,-0.450058,0.483933
Dataset\images\2090.jpg,6,-0.563492,0.452381
Dataset\images\2093.jpg,6,-0.484619,0.805942
Dataset\images\2094.jpg,2,-0.659938,-0.198413
Dataset\images\2095.jpg,3,0.473202,0.527994
Dataset\images\2097.jpg,2,-0.536108,-0.354778
Dataset\images\2098.jpg,2,-0.716393,-0.226507
Dataset\images\2099.jpg,3,0.241967,0.783972
Dataset\images\21.jpg,7,-0.643631,0.65331
Dataset\images\2102.jpg,6,-0.349206,0.595238
Dataset\images\2103.jpg,3,0.340507,0.758994
Dataset\images\2104.jpg,0,-0.074173,0.140929
Dataset\images\2105.jpg,0,0.0,0.0
Dataset\images\2106.jpg,2,-0.896593,-0.263997
Dataset\images\2107.jpg,5,-0.674603,0.444444
Dataset\images\2108.jpg,0,0.01294,-0.01294
Dataset\images\2109.jpg,0,-0.0555556,-0.0793651
Dataset\images\2110.jpg,4,-0.0873016,0.746032
Dataset\images\2112.jpg,0,0.0238095,0.0
Dataset\images\2113.jpg,1,0.880952,0.126984
Dataset\images\2114.jpg,7,-0.648471,0.643631
Dataset\images\2115.jpg,1,0.493612,0.0677507
Dataset\images\2116.jpg,4,-0.0925926,0.641534
Dataset\images\2117.jpg,3,0.21777,0.590399
Dataset\images\2118.jpg,5,-0.402081,0.780511
Dataset\images\2119.jpg,3,0.190476,0.706349
Dataset\images\2120.jpg,5,-0.769454,0.309717
Dataset\images\2121.jpg,1,0.659938,0.0733264
Dataset\images\2122.jpg,2,-0.0952381,-0.261905
Dataset\images\2123.jpg,5,-0.452381,0.325397
Dataset\images\2125.jpg,4,-0.106465,0.672667
Dataset\images\2126.jpg,4,-0.106465,0.7259
Dataset\images\2127.jpg,3,0.358637,0.657501
Dataset\images\2128.jpg,5,-0.742731,0.510957
Dataset\images\2129.jpg,5,-0.722222,0.452381
Dataset\images\213.jpg,4,-0.101626,0.900116
Dataset\images\2132.jpg,2,-0.643631,-0.246806
Dataset\images\2135.jpg,4,-0.214286,0.555556
Dataset\images\2136.jpg,2,-0.174603,-0.357143
Dataset\images\2137.jpg,4,-0.126984,0.865079
Dataset\images\2138.jpg,4,-0.0793651,0.777778
Dataset\images\2139.jpg,6,-0.488145,0.816896
Dataset\images\214.jpg,0,0.00793651,0.00793651
Dataset\images\2140.jpg,3,0.179911,0.800031
Dataset\images\2141.jpg,7,-0.626984,0.666667
Dataset\images\2142.jpg,3,0.101626,0.600077
Dataset\images\2143.jpg,0,0.0,-0.0193573
Dataset\images\2144.jpg,4,-0.111111,0.730159
Dataset\images\2145.jpg,4,-0.325397,0.833333
Dataset\images\2146.jpg,5,-0.607691,0.493126
Dataset\images\2147.jpg,1,0.890969,0.254203
Dataset\images\2149.jpg,6,-0.364945,0.520991
Dataset\images\215.jpg,4,-0.07259,0.619435
Dataset\images\2150.jpg,5,-0.690476,0.492063
Dataset\images\2151.jpg,5,-0.498451,0.696864
Dataset\images\2152.jpg,3,0.166667,0.674603
Dataset\images\2153.jpg,1,0.515873,0.00793651
Dataset\images\2154.jpg,3,0.238095,0.47619
Dataset\images\2155.jpg,4,-0.0967867,0.817847
Dataset\images\2157.jpg,3,0.338713,0.552899
Dataset\images\2158.jpg,6,-0.483933,0.667828
Dataset\images\2159.jpg,7,-0.674603,0.642857
Dataset\images\2160.jpg,0,0.00431332,0.00862664
Dataset\images\2161.jpg,3,0.05291,0.608466
Dataset\images\2162.jpg,5,-0.795372,0.485487
Dataset\images\2164.jpg,1,0.793651,-0.0890076
Dataset\images\2165.jpg,5,-0.738784,0.474659
Dataset\images\2166.jpg,4,-0.266787,0.719823
Dataset\images\2167.jpg,1,0.505689,0.105352
Dataset\images\2169.jpg,0,0.0,0.0
Dataset\images\2170.jpg,0,0.1294,0.202726
Dataset\images\2171.jpg,2,-0.928571,-0.0952381
Dataset\images\2172.jpg,7,-0.624274,0.658149
Dataset\images\2174.jpg,7,-0.648471,0.643631
Dataset\images\2175.jpg,6,-0.380952,0.896825
Dataset\images\2176.jpg,5,-0.813008,0.483933
Dataset\images\2177.jpg,1,0.750097,0.595238
Dataset\images\2178.jpg,4,-0.0822687,0.779133
Dataset\images\2179.jpg,7,-0.65873,0.642857
Dataset\images\218.jpg,1,0.711989,0.1646
Dataset\images\2180.jpg,4,-0.136116,0.553107
Dataset\images\2183.jpg,6,-0.26017,0.528225
Dataset\images\2184.jpg,3,0.0819531,0.271739
Dataset\images\2185.jpg,2,-0.198413,-0.301587
Dataset\images\2186.jpg,5,-0.782128,0.397546
Dataset\images\2187.jpg,0,-0.389802,-0.189633
Dataset\images\2189.jpg,3,-0.111111,0.896825
Dataset\images\219.jpg,2,-0.649351,-0.377529
Dataset\images\2190.jpg,5,-0.764615,0.440379
Dataset\images\2192.jpg,7,-0.492489,0.584609
Dataset\images\2193.jpg,4,-0.0981577,0.72234
Dataset\images\2194.jpg,7,-0.65331,0.648471
Dataset\images\2195.jpg,7,-0.638792,0.633953
Dataset\images\2196.jpg,3,0.111111,0.666667
Dataset\images\220.jpg,2,-0.796971,-0.254035
Dataset\images\2201.jpg,0,0.0,-0.0172533
Dataset\images\2202.jpg,6,-0.285714,0.404762
Dataset\images\2203.jpg,0,-0.0532327,0.0629113
Dataset\images\2204.jpg,0,0.0,0.0
Dataset\images\2206.jpg,2,-0.769407,-0.0650743
Dataset\images\2207.jpg,3,0.176083,0.777063
Dataset\images\2208.jpg,1,0.84127,0.0714286
Dataset\images\2209.jpg,1,0.805781,-0.163755
Dataset\images\221.jpg,3,0.221484,0.500856
